Retailer,Address,CITY,ZIP,County,Game,Year,Month,Winnings
TIGER FOODS,301 W TILDEN ST,HUMANSVILLE,65674,POLK,TRIPLE PLAY,2016,1,10
TIGER FOODS,301 W TILDEN ST,HUMANSVILLE,65674,POLK,TRIPLE PLAY,2016,2,0
AYERCO 32,1700 OAK ST,CANTON,63435,LEWIS,TRIPLE PLAY,2016,1,8
CREST BOWL,650 N NEW FLORISSANT RD,FLORISSANT,63031,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,12
CREST BOWL,650 N NEW FLORISSANT RD,FLORISSANT,63031,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
SINCLAIR,5220 BLUE RIDGE CUT OFF,RAYTOWN,64133,JACKSON,TRIPLE PLAY,2016,1,4
DJ'S C-STORE,404 N CLEVELAND ST,FAYETTE,65248,HOWARD,TRIPLE PLAY,2016,1,0
JAYS,10580 STATE RT FF SE,AGENCY,64401,BUCHANAN,TRIPLE PLAY,2016,1,4
SNAPPY STORE 1620,1620 W 14TH ST,KANSAS CITY,64102,JACKSON,TRIPLE PLAY,2016,1,144
SNAPPY STORE 1620,1620 W 14TH ST,KANSAS CITY,64102,JACKSON,TRIPLE PLAY,2016,2,0
SNAPPY STORE 1620,1620 W 14TH ST,KANSAS CITY,64102,JACKSON,TRIPLE PLAY,2016,4,0
EAST OFFICE BAR & GRILL,406 E WASHINGTON ST,CUBA,65453,CRAWFORD,TRIPLE PLAY,2016,1,0
CLEVELAND BP,24620 SOUTH STATE RT D,CLEVELAND,64734,CASS,TRIPLE PLAY,2016,1,0
TIMS FOOD MART,440 1ST ST,SUMMERSVILLE,65571,TEXAS,TRIPLE PLAY,2016,1,8
MACADOODLES,483 BRANSON LANDING,BRANSON,65616,TANEY,TRIPLE PLAY,2016,1,0
PROSPECT BP,3500 PROSPECT AVE,KANSAS CITY,64128,JACKSON,TRIPLE PLAY,2016,1,26
FAST STOP,1910 ARMOUR RD,N KANSAS CITY,64116,CLAY,TRIPLE PLAY,2016,1,8
DISCOUNT EXPRESS,310 S 3RD ST,OZARK,65721,CHRISTIAN,TRIPLE PLAY,2016,1,36
DISCOUNT EXPRESS,310 S 3RD ST,OZARK,65721,CHRISTIAN,TRIPLE PLAY,2016,2,0
BREAK TIME 3137,121 S HWY 125,STRAFFORD,65757,GREENE,TRIPLE PLAY,2016,1,32
BREAK TIME 3137,121 S HWY 125,STRAFFORD,65757,GREENE,TRIPLE PLAY,2016,4,0
SIX STARS MKT,5477 N KINGSHIGHWAY BLVD,ST LOUIS,63115,ST. LOUIS CITY,TRIPLE PLAY,2016,1,4
RIGHT CHOICE,403 N WALNUT ST,CAMERON,64429,CLINTON,TRIPLE PLAY,2016,1,8
RIGHT CHOICE,403 N WALNUT ST,CAMERON,64429,CLINTON,TRIPLE PLAY,2016,5,0
DIERBERGS-DES PERES,1080 LINDEMANN RD,DES PERES,63131,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
DIERBERGS-DES PERES,1080 LINDEMANN RD,DES PERES,63131,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
BRAD'S CONVENIENCE,1201 E HWY 96 STE A,ORONOGO,64855,JASPER,TRIPLE PLAY,2016,1,30
CONOCO,2401 CHAMBERS RD,ST LOUIS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,16
CONOCO,2401 CHAMBERS RD,ST LOUIS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
EXPRESS STOP STORE #3,379 N JEFFERSON AVE,LEBANON,65536,LACLEDE,TRIPLE PLAY,2016,1,0
BOLTON GENERAL STORE,7326 STATE HWY BB,WILLARD,65781,GREENE,TRIPLE PLAY,2016,1,2
DOUBLE OH GRILL,48 STATE HIGHWAY OO,REEDS SPRING,65737,STONE,TRIPLE PLAY,2016,1,0
DOUBLE OH GRILL,48 STATE HIGHWAY OO,REEDS SPRING,65737,STONE,TRIPLE PLAY,2016,2,0
VAN BRUNT BP,3027 VAN BRUNT BLVD,KANSAS CITY,64128,JACKSON,TRIPLE PLAY,2016,1,8
VAN BRUNT BP,3027 VAN BRUNT BLVD,KANSAS CITY,64128,JACKSON,TRIPLE PLAY,2016,2,0
PROSPECT BP,6245 PROSPECT AVE,KANSAS CITY,64130,JACKSON,TRIPLE PLAY,2016,1,4
PILOT FLYING J 571,2460 E HWY 60,CHARLESTON,63834,MISSISSIPPI,TRIPLE PLAY,2016,1,12
JASSI MART,406 SW OUTER RD,ARCHIE,64725,CASS,TRIPLE PLAY,2016,1,4
AMERIMART 3,1803 INDEPENDENCE ST,CAPE GIRARDEAU,63703,CAPE GIRARDEAU,TRIPLE PLAY,2016,1,84
AMERIMART 3,1803 INDEPENDENCE ST,CAPE GIRARDEAU,63703,CAPE GIRARDEAU,TRIPLE PLAY,2016,2,0
CROSSROADS,RR 2 BOX 2420,SEDGEWICKVILLE,63781,BOLLINGER,TRIPLE PLAY,2016,1,0
SHORT STOP 85,700 E 85TH ST,KANSAS CITY,64131,JACKSON,TRIPLE PLAY,2016,1,0
ASBURY QUIK STOP,540 HOLLAND AVE,ASBURY,64832,JASPER,TRIPLE PLAY,2016,1,6
WORLD OF SMOKES,5924 N BELT HWY,ST JOSEPH,64506,BUCHANAN,TRIPLE PLAY,2016,1,4
LEATHERWOOD HILLS,1641 W ROUTE K,COLUMBIA,65203,BOONE,TRIPLE PLAY,2016,1,34
LEATHERWOOD HILLS,1641 W ROUTE K,COLUMBIA,65203,BOONE,TRIPLE PLAY,2016,2,0
FRATERNAL ORDER OF BEARS #26,401-403 FRONT ST,GRANT CITY,64456,WORTH,TRIPLE PLAY,2016,1,0
WEBERS FRONT ROW,3930 VOGEL RD,"ARNOLD, MO",63010,JEFFERSON,TRIPLE PLAY,2016,1,4
LINDENWOOD PUB,138 N KINGSHIGHWAY,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,1,0
CASEYS 3086,223 E MADISON ST,IRONTON,63650,IRON,TRIPLE PLAY,2016,1,6
SHANTY THE,1663 S OLD HWY 141,FENTON,63026,JEFFERSON,TRIPLE PLAY,2016,1,0
Y LIQUOR,346 S 291 HWY,LIBERTY,64068,CLAY,TRIPLE PLAY,2016,1,0
HY-VEE GAS 1381,1201 SW 3RD ST,LEES SUMMIT,64081,JACKSON,TRIPLE PLAY,2016,1,120
HY-VEE GAS 1381,1201 SW 3RD ST,LEES SUMMIT,64081,JACKSON,TRIPLE PLAY,2016,2,0
7-ELEVEN 26590E,4251 NE ANTIOCH RD,KANSAS CITY,64117,CLAY,TRIPLE PLAY,2016,1,4
FANCHERS STORE LLC,2326 HWY 17,IBERIA,65486,MILLER,TRIPLE PLAY,2016,1,6
FISH BEAK THE,418 1ST ST,GLASGOW,65254,HOWARD,TRIPLE PLAY,2016,1,0
FLORISSANT FOOD & PACKAGE LIQ,1925 WASHINGTON ST,FLORISSANT,63033,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,26
FLORISSANT FOOD & PACKAGE LIQ,1925 WASHINGTON ST,FLORISSANT,63033,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
WEST MAIN MARKET,103 WALNUT ST,FESTUS,63028,JEFFERSON,TRIPLE PLAY,2016,1,0
DOC 'N RAYS,221 COUNTY RD 371,HOLTS SUMMIT,65043,CALLAWAY,TRIPLE PLAY,2016,1,8
DOC 'N RAYS,221 COUNTY RD 371,HOLTS SUMMIT,65043,CALLAWAY,TRIPLE PLAY,2016,2,0
WINDSTARS 5101,5101 E FRONT ST,KANSAS CITY,64120,JACKSON,TRIPLE PLAY,2016,1,0
TANEY COMO PLAYERS CLUB,2581 ST HWY 176,ROCKAWAY BEACH,65740,TANEY,TRIPLE PLAY,2016,1,0
GRANDVIEW CORNER,815 MAIN ST,GRANDVIEW,64030,JACKSON,TRIPLE PLAY,2016,1,8
HY-VEE GAS 1320,8371 N ST CLAIR AVE,KANSAS CITY,64151,PLATTE,TRIPLE PLAY,2016,1,4
QUIK STOP,1091 GRAVOIS RD,FENTON,63026,JEFFERSON,TRIPLE PLAY,2016,1,0
AIRPORT MARKET,8516 AIRPORT RD,ST LOUIS,63134,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
DISCOUNT SMOKES,5730 NE ANTIOCH RD,GLADSTONE,64119,CLAY,TRIPLE PLAY,2016,1,0
PRENGERS EXTREME MART,327 E SINGLETON ST,CENTRALIA,65240,BOONE,TRIPLE PLAY,2016,1,28
PRENGERS EXTREME MART,327 E SINGLETON ST,CENTRALIA,65240,BOONE,TRIPLE PLAY,2016,2,0
QUIKTRIP 202,16501 E US 40 HWY,INDEPENDENCE,64055,JACKSON,TRIPLE PLAY,2016,1,104
QUIKTRIP 202,16501 E US 40 HWY,INDEPENDENCE,64055,JACKSON,TRIPLE PLAY,2016,2,0
PUB 231,6070 TELEGRAPH RD STE H,SAINT LOUIS,63129,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,2
CASEYS 3081,4107 MILLER ST,BETHANY,64424,HARRISON,TRIPLE PLAY,2016,1,0
CASEYS 3081,4107 MILLER ST,BETHANY,64424,HARRISON,TRIPLE PLAY,2016,4,0
PEVELY CONVENIENCE MART,206 JOACHIM ST,PEVELY,63070,JEFFERSON,TRIPLE PLAY,2016,1,2
WABASH BAR & GRILL,111 E COATES ST,MOBERLY,65270,RANDOLPH,TRIPLE PLAY,2016,1,0
INNER CITY OIL,5901 SWOPE PKWY,KANSAS CITY,64130,JACKSON,TRIPLE PLAY,2016,1,4
U-GAS ROCK HILL 232,9401 MANCHESTER RD,ROCK HILL,63119,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,64
U-GAS ROCK HILL 232,9401 MANCHESTER RD,ROCK HILL,63119,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
PIT STOP THE,13101 N ROUTE B,HALLSVILLE,65255,BOONE,TRIPLE PLAY,2016,1,20
DISCOUNT TOBACCO,7444 HOLMES RD,KANSAS CITY,64131,JACKSON,TRIPLE PLAY,2016,1,8
BOTTLE SHOP THE,1006 S WESTWOOD BLVD,POPLAR BLUFF,63901,BUTLER,TRIPLE PLAY,2016,1,0
HY-VEE GAS 1384,300 N 291 HWY,LIBERTY,64068,CLAY,TRIPLE PLAY,2016,1,52
LOTS OF LIQUOR,4475 CENTRAL SCHOOL RD,ST CHARLES,63304,ST. CHARLES,TRIPLE PLAY,2016,1,10
BENT PENNY TAVERN THE,3821 S CAMPBELL AVE E,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,1,0
SCHNUCKS MARKET 174,2511 KEHRS MILL RD,CHESTERFIELD,63017,ST. CHARLES,TRIPLE PLAY,2016,1,8
SCHNUCKS MARKET 174,2511 KEHRS MILL RD,CHESTERFIELD,63017,ST. CHARLES,TRIPLE PLAY,2016,2,0
LUCKY'S CONVENIENCE STORE,133 W MALONE AVE,SIKESTON,63801,SCOTT,TRIPLE PLAY,2016,1,8
DISCOUNT SMOKES,4021 N OAK TRFY,KANSAS CITY,64116,CLAY,TRIPLE PLAY,2016,1,0
TOWN & COUNTRY,7270 STATE HWY 14 E,SPARTA,65753,CHRISTIAN,TRIPLE PLAY,2016,1,0
60 WEST STOP N GO,18085 HWY 60 W,POPLAR BLUFF,63901,BUTLER,TRIPLE PLAY,2016,1,8
MAIN STOP,320 E MAIN ST,NEOSHO,64850,NEWTON,TRIPLE PLAY,2016,1,0
KIRKWOOD DELI & GROCERY,500 W ESSEX AVE,KIRKWOOD,63122,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,18
TUBBYS GRUB/PUB ON THE RIVER,103-105 S FIRST ST,CLARKSVILLE,63336,PIKE,TRIPLE PLAY,2016,1,0
HY-VEE GAS 1033,629 SW US 40 HWY,BLUE SPRINGS,64014,JACKSON,TRIPLE PLAY,2016,1,22
HY-VEE GAS 1033,629 SW US 40 HWY,BLUE SPRINGS,64014,JACKSON,TRIPLE PLAY,2016,3,0
HY-VEE GAS 1033,629 SW US 40 HWY,BLUE SPRINGS,64014,JACKSON,TRIPLE PLAY,2016,4,0
SPEEDY MART TWO,1205 OLD 63 N,COLUMBIA,65201,BOONE,TRIPLE PLAY,2016,1,4
SPEEDY MART TWO,1205 OLD 63 N,COLUMBIA,65201,BOONE,TRIPLE PLAY,2016,2,0
BUBBLES LIQUORS,3717 S NOLAND RD,INDEPENDENCE,64055,JACKSON,TRIPLE PLAY,2016,1,0
PIEDMONT GAS MART,523 S MAIN ST,PIEDMONT,63957,WAYNE,TRIPLE PLAY,2016,1,14
7-ELEVEN 26923G,610 JUNGERMAN RD,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,1,8
RENDEZVOUS ROOM THE,521 S VANDEVENTER,ST LOUIS,63110,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
CASEYS 3230,503 S FRANKLIN ST,KIRKSVILLE,63501,ADAIR,TRIPLE PLAY,2016,1,4
CASEYS 3230,503 S FRANKLIN ST,KIRKSVILLE,63501,ADAIR,TRIPLE PLAY,2016,3,0
CASEYS 3222,919 W WASHINGTON ST,MARSHFIELD,65706,WEBSTER,TRIPLE PLAY,2016,1,22
CASEYS 3222,919 W WASHINGTON ST,MARSHFIELD,65706,WEBSTER,TRIPLE PLAY,2016,3,0
COOL SPOT LIQUOR,4125 S OLD HWY 94,ST PETERS,63304,ST. CHARLES,TRIPLE PLAY,2016,1,0
COOL SPOT LIQUOR,4125 S OLD HWY 94,ST PETERS,63304,ST. CHARLES,TRIPLE PLAY,2016,2,0
A1 QUICK SHOP,5000 DELMAR BLVD,ST LOUIS,63108,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
COPIA,1110 WASHINGTON AVE,ST LOUIS,63101,ST. LOUIS CITY,TRIPLE PLAY,2016,1,4
ARAB STATION LLC,3725 STATE HIGHWAY 51,ZALMA,63787,BOLLINGER,TRIPLE PLAY,2016,1,0
WEST END MARKET,1148 UNION BLVD,ST LOUIS,63113,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
MAPLEWOOD LIQUOR,7203 MANCHESTER RD,MAPLEWOOD,63143,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,6
LEE'S PACKAGE LIQUOR,2528 GRAVOIS RD,HIGH RIDGE,63049,JEFFERSON,TRIPLE PLAY,2016,1,8
EAST EDGE EXPRESS,4787 E LIBERTY ST,MEXICO,65265,AUDRAIN,TRIPLE PLAY,2016,1,8
CASEYS 3099,100 E HWY 54,EL DORADO SPGS,64744,CEDAR,TRIPLE PLAY,2016,1,10
HUBS PUB & GRILL,10 N DOVER ST,BONNE TERRE,63628,ST. FRANCOIS,TRIPLE PLAY,2016,1,12
SUMMER FRESH SUPERMARKET,163 W OLD MILL RD,FAIR GROVE,65648,GREENE,TRIPLE PLAY,2016,1,2
SUMMER FRESH SUPERMARKET,163 W OLD MILL RD,FAIR GROVE,65648,GREENE,TRIPLE PLAY,2016,6,0
PRICE CUTTER 86,759 W WASHINGTON ST,MARSHFIELD,65706,WEBSTER,TRIPLE PLAY,2016,1,4
PRICE CUTTER 86,759 W WASHINGTON ST,MARSHFIELD,65706,WEBSTER,TRIPLE PLAY,2016,6,0
SUMMER FRESH SUPERMARKET,615 E MT VERNON BLVD,MT VERNON,65712,LAWRENCE,TRIPLE PLAY,2016,1,2
SUMMER FRESH SUPERMARKET,200 N GRAND AVE,GREENFIELD,65661,DADE,TRIPLE PLAY,2016,1,0
SUMMER FRESH SUPERMARKET,516 W JEFFERSON AVE,CONWAY,65632,LACLEDE,TRIPLE PLAY,2016,1,4
SUMMER FRESH SUPERMARKET,516 W JEFFERSON AVE,CONWAY,65632,LACLEDE,TRIPLE PLAY,2016,2,0
CASH SAVER,1047 S MAGUIRE,WARRENSBURG,64093,JOHNSON,TRIPLE PLAY,2016,1,0
ON THE RUN 230,11152 MANCHESTER RD,KIRKWOOD,63122,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,10
ON THE RUN 230,11152 MANCHESTER RD,KIRKWOOD,63122,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
A & A GROCERY CORP,4323 JENNINGS STATION RD,ST LOUIS,63121,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,14
GRAND BP GAS MART,3182 S GRAND BLVD,ST LOUIS,63118,ST. LOUIS CITY,TRIPLE PLAY,2016,1,8
JACK'S CONVENIENCE LLC,33133 HIGHWAY 21,LESTERVILLE,63654,REYNOLDS,TRIPLE PLAY,2016,1,12
JACK'S CONVENIENCE LLC,33133 HIGHWAY 21,LESTERVILLE,63654,REYNOLDS,TRIPLE PLAY,2016,2,0
EZ PANTRY,10711 MARGATEHALL DR,BRIDGETON,63044,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,2
DIRTY HARRY'S PUB,3100 SW 7 HWY STE K,BLUE SPRINGS,64014,JACKSON,TRIPLE PLAY,2016,1,0
KMART 3239,7100 NW PRAIRIE VIEW RD,KANSAS CITY,64151,JOHNSON,TRIPLE PLAY,2016,1,4
KMART 3239,7100 NW PRAIRIE VIEW RD,KANSAS CITY,64151,JOHNSON,TRIPLE PLAY,2016,3,0
KMART 3812,2233 N WESTWOOD BLVD,POPLAR BLUFF,63901,BUTLER,TRIPLE PLAY,2016,1,0
KMART 3934,1003 S BISHOP AVE,ROLLA,65401,PHELPS,TRIPLE PLAY,2016,1,2
KMART 4026,2901 5N BELT HWY,ST JOSEPH,64506,BUCHANAN,TRIPLE PLAY,2016,1,4
KMART 4427,16200 E US HWY 24,INDEPENDENCE,64056,JACKSON,TRIPLE PLAY,2016,1,4
KMART 4720,6650 MANCHESTER AVE,ST LOUIS,63139,ST. LOUIS CITY,TRIPLE PLAY,2016,1,28
KMART 4720,6650 MANCHESTER AVE,ST LOUIS,63139,ST. LOUIS CITY,TRIPLE PLAY,2016,3,0
KMART 4720,6650 MANCHESTER AVE,ST LOUIS,63139,ST. LOUIS CITY,TRIPLE PLAY,2016,4,0
KMART 4743,11978 ST CHARLES  RK RD,BRIDGETON,63044,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,4
KMART 7710,1477 STATE HWY 248,BRANSON,65616,TANEY,TRIPLE PLAY,2016,1,0
KMART 7710,1477 STATE HWY 248,BRANSON,65616,TANEY,TRIPLE PLAY,2016,2,0
KMART 9105,1400 S LIMIT AVE,SEDALIA,65301,PETTIS,TRIPLE PLAY,2016,1,4
KMART 9332,3101 S GLENSTONE AVE,SPRINGFIELD,65804,GREENE,TRIPLE PLAY,2016,1,6
KMART 9332,3101 S GLENSTONE AVE,SPRINGFIELD,65804,GREENE,TRIPLE PLAY,2016,2,0
KMART 9336,4023 S NOLAND RD,INDEPENDENCE,64055,JACKSON,TRIPLE PLAY,2016,1,12
KMART 9338,3901 LEMAY FERRY RD,ST LOUIS,63125,ST. LOUIS CITY,TRIPLE PLAY,2016,1,0
KMART 9353,155 TWIN CITY MALL,CRYSTAL CITY,63019,JEFFERSON,TRIPLE PLAY,2016,1,0
SHOP N GO 343,14060 HWY 23,ALMA,64001,LAFAYETTE,TRIPLE PLAY,2016,1,16
HY-VEE GAS 5542,9401 E US 350 HWY,RAYTOWN,64133,JACKSON,TRIPLE PLAY,2016,1,20
HY-VEE GAS 5542,9401 E US 350 HWY,RAYTOWN,64133,JACKSON,TRIPLE PLAY,2016,2,0
FUEL EXPRESSO 9,10500 NE COOKINGHAM DR,KANSAS CITY,64157,CLAY,TRIPLE PLAY,2016,1,16
FUEL EXPRESSO 9,10500 NE COOKINGHAM DR,KANSAS CITY,64157,CLAY,TRIPLE PLAY,2016,2,0
FUEL EXPRESSO 9,10500 NE COOKINGHAM DR,KANSAS CITY,64157,CLAY,TRIPLE PLAY,2016,3,0
HARTER HOUSE SUPERMARKET,815 N KENNETH ST,NIXA,65714,CHRISTIAN,TRIPLE PLAY,2016,1,12
WORLD LIQUOR & TOBACCO,3002 N BELT HWY,ST JOSEPH,64506,BUCHANAN,TRIPLE PLAY,2016,1,0
A&D DISC TOBACCO SHOP,8575 HWY 24,TAYLOR,63471,MARION,TRIPLE PLAY,2016,1,0
A&D DISC TOBACCO SHOP,2120 E LIBERTY ST,MEXICO,65265,AUDRAIN,TRIPLE PLAY,2016,1,12
A&D DISC TOBACCO SHOP,932 BUSINESS HWY 54 S,FULTON,65251,CALLAWAY,TRIPLE PLAY,2016,1,0
D.I.C.K.'S DRIVE IN CONV,1730 W JESSE JAMES RD,EXCELSIOR SPRINGS,64024,CLAY,TRIPLE PLAY,2016,1,0
EVERYDAY CONVENIENCE,910 FAIRGROUNDS RD,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,1,4
PAUL'S CONVENIENCE STORE,1217 N JESSE JAMES RD,EXCELSIOR SPG,64024,CLAY,TRIPLE PLAY,2016,1,98
BEE LINE SNACK SHOP 13,39618 HIGHWAY 87,RUSSELLVILLE,65074,MONITEAU,TRIPLE PLAY,2016,1,0
WEBSTER SERVICE & WASH,3157 S BRENTWOOD BLVD,ST LOUIS,63119,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
AMBASSADOR BP,8787 NW 112TH ST,KANSAS CITY,64153,PLATTE,TRIPLE PLAY,2016,1,2
WARRENSBURG SHELL,221 E YOUNG AVE,WARRENSBURG,64093,JOHNSON,TRIPLE PLAY,2016,1,4
HARTER HOUSE STRAFFORD,421 E OLD ROUTE 66,STRAFFORD,65757,GREENE,TRIPLE PLAY,2016,1,0
HARTER HOUSE STRAFFORD,421 E OLD ROUTE 66,STRAFFORD,65757,GREENE,TRIPLE PLAY,2016,2,0
MARTINS DISCOUNT CIGARETTES 2,101 CRESCENT DR,LEBANON,65536,LACLEDE,TRIPLE PLAY,2016,1,38
MARTINS DISCOUNT CIGARETTES 2,101 CRESCENT DR,LEBANON,65536,LACLEDE,TRIPLE PLAY,2016,2,0
PARRS CORNER MARKET,265 HWY H,MARYS HOME,65032,MILLER,TRIPLE PLAY,2016,1,4
PARRS CORNER MARKET,265 HWY H,MARYS HOME,65032,MILLER,TRIPLE PLAY,2016,2,0
QUICK STOP MINI MART,1391 HODIAMONT AVE,ST LOUIS,63112,ST. LOUIS CITY,TRIPLE PLAY,2016,1,20
LEADINGTON PIT STOP,1 CHAT RD,LEADINGTON,63601,ST. FRANCOIS,TRIPLE PLAY,2016,1,38
LEADINGTON PIT STOP,1 CHAT RD,LEADINGTON,63601,ST. FRANCOIS,TRIPLE PLAY,2016,2,0
GAS MART 9,1187 S KINGSHIGHWAY BLVD,ST LOUIS,63110,ST. LOUIS CITY,TRIPLE PLAY,2016,1,12
SHAPIRO'S MARKET,111 N NEWSTEAD AVE,ST LOUIS,63108,ST. LOUIS CITY,TRIPLE PLAY,2016,1,8
C & R SUPERMARKET SLATER,133 EAST MAPLE ST,SLATER,65349,SALINE,TRIPLE PLAY,2016,1,8
C & R SUPERMARKET SLATER,133 EAST MAPLE ST,SLATER,65349,SALINE,TRIPLE PLAY,2016,2,0
CONOCO GAS STATION,1800 LUCAS AND HUNT RD,ST LOUIS,63121,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,4
DANOS #2,30958 US HWY 160,TECUMSEH,65760,OZARK,TRIPLE PLAY,2016,1,4
ONE STOP #4,566 W COMMERCIAL ST,LEBANON,65536,LACLEDE,TRIPLE PLAY,2016,1,0
ONE STOP #4,566 W COMMERCIAL ST,LEBANON,65536,LACLEDE,TRIPLE PLAY,2016,2,0
DEPOT CITY LLC,820 N SPRIGG ST STE #1,CAPE GIRARDEAU,63701,CAPE GIRARDEAU,TRIPLE PLAY,2016,1,0
CIGS & SUDS,215 S MAIN,WEBB CITY,64870,JASPER,TRIPLE PLAY,2016,1,0
ARENA LIQUOR,9612 OLIVE BLVD A,ST LOUIS,63132,ST. LOUIS CITY,TRIPLE PLAY,2016,1,18
KITTY KAT KLUB,11713 E 23RD ST,INDEPENDENCE,64050,JACKSON,TRIPLE PLAY,2016,1,0
BELLEFONTAINE BP,10844 BELLEFONTAINE RD,ST LOUIS,63137,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,92
BELLEFONTAINE BP,10844 BELLEFONTAINE RD,ST LOUIS,63137,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
QUIKORNER,E 40 FITZGERALD AVE,GERALD,63037,FRANKLIN,TRIPLE PLAY,2016,1,44
TOBACCO HOUSE THE,304 B OLD HWY 40,BATES CITY,64011,LAFAYETTE,TRIPLE PLAY,2016,1,0
CIRCLE K 1675,3282 JAMIESON AVE,ST LOUIS,63139,ST. LOUIS CITY,TRIPLE PLAY,2016,1,38
CIRCLE K 1675,3282 JAMIESON AVE,ST LOUIS,63139,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
CIRCLE K 1676,2046 KEY WEST DR,ARNOLD,63010,JEFFERSON,TRIPLE PLAY,2016,1,38
CIRCLE K 1676,2046 KEY WEST DR,ARNOLD,63010,JEFFERSON,TRIPLE PLAY,2016,2,0
CIRCLE K 1677,408 S HWY 185,SULLIVAN,63080,FRANKLIN,TRIPLE PLAY,2016,1,4
CIRCLE K 1677,408 S HWY 185,SULLIVAN,63080,FRANKLIN,TRIPLE PLAY,2016,2,0
TOAST TIME,12781 NEW HALLS FERRY RD,FLORISSANT,63033,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
MCKENSY'S CONVENIENCE SHOP,2345 GRAND BLVD STE 104,KANSAS CITY,64108,JACKSON,TRIPLE PLAY,2016,1,0
PHILLIPS 66,2609 DUNN RD,ST LOUIS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,18
QUIK STOP,17451 HWY 24 W,BRUNSWICK,65236,CHARITON,TRIPLE PLAY,2016,1,0
ZZOOM LIQUOR AND TOBACCO,1501 SW US HIGHWAY 40,BLUE SPRINGS,64015,JACKSON,TRIPLE PLAY,2016,1,4
SHORT STOP 112,801 E HALE LAKE RD,WARRENSBURG,64093,JOHNSON,TRIPLE PLAY,2016,1,0
SNAP & GO,8201 E BANNISTER RD,KANSAS CITY,64134,JACKSON,TRIPLE PLAY,2016,1,8
PLAYOFFS SPORTS BAR AND GRILL,2922 A HWY K,OFALLON,63368,ST. CHARLES,TRIPLE PLAY,2016,1,4
LIQUOR CABINET THE,200 IMMANUEL AVE,NEW HAVEN,63068,FRANKLIN,TRIPLE PLAY,2016,1,12
RICKS C STORE & MORE,308 N SHORE DR,LAKE OZARK,65049,MILLER,TRIPLE PLAY,2016,1,18
JERRYS 1 STOP,712 S MAGUIRE ST,WARRENSBURG,64093,JOHNSON,TRIPLE PLAY,2016,1,8
PX LIQUOR,7842 N BROADWAY,ST LOUIS,63147,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,4
WENTZVILLE ONE STOP SHOP,401 E PEARCE BLVD,WENTZVILLE,63385,WARREN,TRIPLE PLAY,2016,1,4
WOODY'S BP,25615 ST HWY 92,PLATTE CITY,64079,PLATTE,TRIPLE PLAY,2016,1,94
WOODY'S BP,25615 ST HWY 92,PLATTE CITY,64079,PLATTE,TRIPLE PLAY,2016,2,0
RAQQA MART,352 CHAMBERS RD,ST LOUIS,63137,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,12
BUCKY'S EXPRESS 657,4504 S LINDBERGH BLVD,ST LOUIS,63127,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,16
BUCKY'S EXPRESS 657,4504 S LINDBERGH BLVD,ST LOUIS,63127,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
DISCOUNT SMOKES & LIQUOR,3648 W 7TH ST,JOPLIN,64801,JASPER,TRIPLE PLAY,2016,1,8
DISCOUNT SMOKES & LIQUOR,5277 N MAIN ST,JOPLIN,64801,JASPER,TRIPLE PLAY,2016,1,4
