Retailer,Address,CITY,ZIP,County,Game,Year,Month,Sales
ROSS MINIT MART 7,33468 STATE HWY 25,ADVANCE,63730,STODDARD,TRIPLE PLAY,2016,1,14
MACE SUPERMARKETS,200 N FRANKLIN,CUBA,65453,CRAWFORD,TRIPLE PLAY,2016,1,98
MACE SUPERMARKETS,200 N FRANKLIN,CUBA,65453,CRAWFORD,TRIPLE PLAY,2016,2,0
SHOP N SAVE 4540,3740 MONTICELLO PLAZA,ST CHARLES,63304,ST. CHARLES,TRIPLE PLAY,2016,1,128
SHOP N SAVE 4540,3740 MONTICELLO PLAZA,ST CHARLES,63304,ST. CHARLES,TRIPLE PLAY,2016,4,0
TOWN & COUNTRY 2319,HWY 63 N,THAYER,65791,OREGON,TRIPLE PLAY,2016,1,26
CASH SAVER,705 KENTUCKY AVE,WEST PLAINS,65775,HOWELL,TRIPLE PLAY,2016,1,104
CASH SAVER,705 KENTUCKY AVE,WEST PLAINS,65775,HOWELL,TRIPLE PLAY,2016,2,0
BREAK TIME 3158,8314 LIBERTY RD,JEFFERSON CITY,65101,COLE,TRIPLE PLAY,2016,1,46
WESTLAND TRVL CT LILAC15,10866 LILAC,ST LOUIS,63137,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,306
WESTLAND TRVL CT LILAC15,10866 LILAC,ST LOUIS,63137,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CEDAR HILL MOTOMART,8489 LOCAL HILLSBORO RD,CEDAR HILL,63016,JEFFERSON,TRIPLE PLAY,2016,1,122
CEDAR HILL MOTOMART,8489 LOCAL HILLSBORO RD,CEDAR HILL,63016,JEFFERSON,TRIPLE PLAY,2016,2,0
CONCORD CAR WASH,5677 S LINDBERGH BLVD,ST LOUIS,63123,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,2
SOLL'S GATEWAY MARKET,1206 N KINGSHIGHWAY BLVD,ST LOUIS,63113,ST. LOUIS CITY,TRIPLE PLAY,2016,1,10
GATEWAY NEWS STAND,200 N BROADWAY FL 1 STE,ST LOUIS,63102,ST. LOUIS CITY,TRIPLE PLAY,2016,1,66
CLARKSDALE GENERAL STORE,6202 SW HWY 6,CLARKSDALE,64430,DEKALB,TRIPLE PLAY,2016,1,10
RICHMOND SHELL,609 E SOUTH ST,RICHMOND,64085,RAY,TRIPLE PLAY,2016,1,74
RICHMOND SHELL,609 E SOUTH ST,RICHMOND,64085,RAY,TRIPLE PLAY,2016,2,0
QUIKTRIP 632,4750 HWY K,OFALLON,63368,ST. CHARLES,TRIPLE PLAY,2016,1,60
COUNTRY MART GAS 2479,125 W KARSCH,FARMINGTON,63640,ST. FRANCOIS,TRIPLE PLAY,2016,1,50
COUNTRY MART GAS 2479,125 W KARSCH,FARMINGTON,63640,ST. FRANCOIS,TRIPLE PLAY,2016,2,0
NAYLOR QUICK CONNECTION,3675 RR 61,NAYLOR,63953,RIPLEY,TRIPLE PLAY,2016,1,20
24/7 MINI MART,333 LEROUX ST,DONIPHAN,63935,RIPLEY,TRIPLE PLAY,2016,1,30
MPC 63,1314 GRAVOIS AVE,ST LOUIS,63104,ST. LOUIS CITY,TRIPLE PLAY,2016,1,14
MPC 88,3602 WOODSON RD,ST JOHN,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,24
DELTA QUICK MART,117 E STATE ST,DELTA,63744,CAPE GIRARDEAU,TRIPLE PLAY,2016,1,48
EMERY TRUCK STOP,7490 E 54 HWY,DEERFIELD,64741,VERNON,TRIPLE PLAY,2016,1,6
7-ELEVEN 26281D,13491 OLIVE BLVD,CHESTERFIELD,63017,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,38
7-ELEVEN 20118B,8159 OLIVE BLVD,UNIVERSITY CITY,63130,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,178
7-ELEVEN 20118B,8159 OLIVE BLVD,UNIVERSITY CITY,63130,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
PRICE CHOPPER 120,896 S M 291 HWY,LIBERTY,64068,CLAY,TRIPLE PLAY,2016,1,72
PRICE CHOPPER 120,896 S M 291 HWY,LIBERTY,64068,CLAY,TRIPLE PLAY,2016,2,0
PRICE CHOPPER 120,896 S M 291 HWY,LIBERTY,64068,CLAY,TRIPLE PLAY,2016,4,0
ELKS 2088,13600 ARRINGTON RD,GRANDVIEW,64030,JACKSON,TRIPLE PLAY,2016,1,38
SAM'S MARKET,9807 HALLS FERRY RD,ST LOUIS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,12
VFW POST 4207,5400 US HWY 60,MONETT,65708,BARRY,TRIPLE PLAY,2016,1,14
VFW POST 4207,5400 US HWY 60,MONETT,65708,BARRY,TRIPLE PLAY,2016,2,0
COUNTY LINE CONVENIENCE,110 S MISSOURI,MARCELINE,64658,LINN,TRIPLE PLAY,2016,1,12
TAKE-A-BREAK,417 SOUTH MAIN ST,WEBB CITY,64870,JASPER,TRIPLE PLAY,2016,1,4
CLASSIC'S BAR & GRILL,11601 W FLORISSANT,FLORISSANT,63033,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,8
SUN FRESH MARKET,4357 NE CHOUTEAU TWY,KANSAS CITY,64117,CLAY,TRIPLE PLAY,2016,1,216
SUN FRESH MARKET,4357 NE CHOUTEAU TWY,KANSAS CITY,64117,CLAY,TRIPLE PLAY,2016,2,0
BOYD GARRISON ENTERPRISE,5910 US HWY 160,THEODOSIA,65761,OZARK,TRIPLE PLAY,2016,1,20
RAPID ROBERT'S 119,267 E JACKSON ST,MARSHFIELD,65706,GREENE,TRIPLE PLAY,2016,1,134
RAPID ROBERT'S 119,267 E JACKSON ST,MARSHFIELD,65706,GREENE,TRIPLE PLAY,2016,2,0
MOOSE LODGE 2414,2537 BLUE RIDGE BLVD,KANSAS CITY,64129,JACKSON,TRIPLE PLAY,2016,1,8
FLASH MARKET 173,N 304 WALNUT ST,STEELE,63877,PEMISCOT,TRIPLE PLAY,2016,1,20
FLASH MARKET 173,N 304 WALNUT ST,STEELE,63877,PEMISCOT,TRIPLE PLAY,2016,2,0
FLASH MARKET 174,300 N MAIN ST,CLARKTON,63837,DUNKLIN,TRIPLE PLAY,2016,1,6
STATION STOP,14503 E 40 HIGHWAY,KANSAS CITY,64136,JACKSON,TRIPLE PLAY,2016,1,28
MIDWAY CONOCO,4341 PASEO BLVD,KANSAS CITY,64110,JACKSON,TRIPLE PLAY,2016,1,30
QUIKTRIP 221,9600 N OAK TRAFFICWAY,KANSAS CITY,64155,CLAY,TRIPLE PLAY,2016,1,96
MOSCOW GROCERY,305 HWY C,MOSCOW MILLS,63362,LINCOLN,TRIPLE PLAY,2016,1,38
DISCOUNT CIGS & BEER 099,2021 E MALONE AVE,SIKESTON,63801,SCOTT,TRIPLE PLAY,2016,1,28
BARTS PACKAGE STORE,651 HC 4,DONIPHAN,63935,RIPLEY,TRIPLE PLAY,2016,1,8
HY-VEE GAS 1335,502 N BALTIMORE ST,KIRKSVILLE,63501,ADAIR,TRIPLE PLAY,2016,1,68
MARTIN'S 1-STOP,306 N JEFFERSON AVE,LEBANON,65536,LACLEDE,TRIPLE PLAY,2016,1,2
VIENNA QUIK SPOT,104 US 63 & JCT 42,VIENNA,65582,MARIES,TRIPLE PLAY,2016,1,92
EUGENE EAGLE STOP,14318 MT CARMEL RD,EUGENE,65032,COLE,TRIPLE PLAY,2016,1,48
EUGENE EAGLE STOP,14318 MT CARMEL RD,EUGENE,65032,COLE,TRIPLE PLAY,2016,2,0
FAS-TRIP 105,1400 REBEL RD,UNION,63084,FRANKLIN,TRIPLE PLAY,2016,1,262
FAS-TRIP 105,1400 REBEL RD,UNION,63084,FRANKLIN,TRIPLE PLAY,2016,2,0
C & R SUPERMARKET 2482,975 E HWY 22,CENTRALIA,65240,BOONE,TRIPLE PLAY,2016,1,6
BJS MINI MART,525 N HWY 59,NOEL,64854,MCDONALD,TRIPLE PLAY,2016,1,4
P & L GROCERY,19019 W STATE HIGHWAY 8,POTOSI,63664,WASHINGTON,TRIPLE PLAY,2016,1,2
FASTGAS 4,2625 S BELT HWY,ST JOSEPH,64503,BUCHANAN,TRIPLE PLAY,2016,1,104
FASTGAS 4,2625 S BELT HWY,ST JOSEPH,64503,BUCHANAN,TRIPLE PLAY,2016,5,0
FASTGAS 5,841 S 22ND ST,ST JOSEPH,64507,BUCHANAN,TRIPLE PLAY,2016,1,54
TAYLORS STATELINE TRKSTP,21710 HWY 67 SOUTH,NEELYVILLE,63954,BUTLER,TRIPLE PLAY,2016,1,6
HY-VEE 1076,3100 W BROADWAY,COLUMBIA,65203,BOONE,TRIPLE PLAY,2016,1,68
HY-VEE 1076,3100 W BROADWAY,COLUMBIA,65203,BOONE,TRIPLE PLAY,2016,2,0
BRANSON 1ST STOP,220 BRANSON HILLS PKWY,BRANSON,65616,TANEY,TRIPLE PLAY,2016,1,66
RENO'S GAS-A-MAT,613 E WASHINGTON ST,EAST PRAIRIE,63845,MISSISSIPPI,TRIPLE PLAY,2016,1,34
PILOT TRAVEL CENTERS 044,1701 W ASHLEY RD,BOONVILLE,65233,COOPER,TRIPLE PLAY,2016,1,30
PILOT TRAVEL CENTERS 317,4500 HWY 43,JOPLIN,64804,NEWTON,TRIPLE PLAY,2016,1,18
PILOT TRAVEL CENTERS 301,917 E ELM ST,MARSTON,63866,NEW MADRID,TRIPLE PLAY,2016,1,2
ON THE RUN 630,1325 NORTH MAIN,OFALLON,63366,ST. CHARLES,TRIPLE PLAY,2016,1,80
MIKES CUT RATE LIQUORS,8447 WORNALL RD,KANSAS CITY,64114,JACKSON,TRIPLE PLAY,2016,1,4
POP'S PLACE,238 ILLINOIS AVE,ST JOSEPH,64504,BUCHANAN,TRIPLE PLAY,2016,1,4
TREX MART 8,10043 US HWY 71,CLEARMONT,64431,NODAWAY,TRIPLE PLAY,2016,1,16
GAS MART,6001 W FLORISSANT AVE,ST LOUIS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,144
GAS MART,6001 W FLORISSANT AVE,ST LOUIS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,4,0
QUIKTRIP 640,801 BELLEAU CREEK RD,OFALLON,63366,ST. CHARLES,TRIPLE PLAY,2016,1,134
QUIKTRIP 640,801 BELLEAU CREEK RD,OFALLON,63366,ST. CHARLES,TRIPLE PLAY,2016,3,0
CONOCO,4621 NE VIVION,KANSAS CITY,64119,CLAY,TRIPLE PLAY,2016,1,104
SOULARD BASTILLE,1027  RUSSELL BLVD,ST LOUIS,63104,ST. LOUIS CITY,TRIPLE PLAY,2016,1,16
RUDY'S DISCOUNT SMOKE 3,511 S MAIN ST,BROOKFIELD,64628,LINN,TRIPLE PLAY,2016,1,86
RUDY'S DISCOUNT SMOKE 3,511 S MAIN ST,BROOKFIELD,64628,LINN,TRIPLE PLAY,2016,2,0
HERMANN FUEL MART,115 B HWY 19,HERMANN,65041,GASCONADE,TRIPLE PLAY,2016,1,46
WILCO FAST BREAK,887 MARION CITY RD,PALMYRA,63461,MARION,TRIPLE PLAY,2016,1,8
ON THE RUN 629,4501 HWY K,OFALLON,63368,ST. CHARLES,TRIPLE PLAY,2016,1,40
ON THE RUN 629,4501 HWY K,OFALLON,63368,ST. CHARLES,TRIPLE PLAY,2016,2,0
G & L LIQUOR,105 E BENTON ST,WINDSOR,65360,HENRY,TRIPLE PLAY,2016,1,30
G & L LIQUOR,105 E BENTON ST,WINDSOR,65360,HENRY,TRIPLE PLAY,2016,2,0
SHOP N SAVE 4544,7057 CHIPPEWA ST,ST LOUIS,63119,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,184
RAPID ROBERT'S 121,295 LAUREL ST,RIDGEDALE,65739,TANEY,TRIPLE PLAY,2016,1,338
RAPID ROBERT'S 121,295 LAUREL ST,RIDGEDALE,65739,TANEY,TRIPLE PLAY,2016,2,0
EUREKA MOTOMART,5695 FOX CREEK RD,PACIFIC,63069,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,16
DIERBERGS-BRENTWOOD POIN,8450 EAGER RD,ST LOUIS,63144,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,190
DIERBERGS-BRENTWOOD POIN,8450 EAGER RD,ST LOUIS,63144,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
ABEL'S QUIK SHOP 19,645 W N SERVICE RD,WRIGHT CITY,63390,WARREN,TRIPLE PLAY,2016,1,90
PRICE CHOPPER 154,6327 BROOKSIDE PLZ,KANSAS CITY,64113,JACKSON,TRIPLE PLAY,2016,1,268
PRICE CHOPPER 154,6327 BROOKSIDE PLZ,KANSAS CITY,64113,JACKSON,TRIPLE PLAY,2016,2,0
PRICE CHOPPER 154,6327 BROOKSIDE PLZ,KANSAS CITY,64113,JACKSON,TRIPLE PLAY,2016,3,0
ALL STAR EXPRESS,906 MISSOURI AVE,ST ROBERT,65584,PULASKI,TRIPLE PLAY,2016,1,234
COUNTRY MARKET,HWY 71 S,PINEVILLE,64856,MCDONALD,TRIPLE PLAY,2016,1,12
BILL'S QUICK MART,20 GLENDALE DR,ROGERSVILLE,65742,WEBSTER,TRIPLE PLAY,2016,1,82
EARTH CITY 66 8,3402 RIDER TRAIL SOUTH,EARTH CITY,63045,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,12
FOOD RITE,50 HWY RA,WAPPAPELLO,63966,BUTLER,TRIPLE PLAY,2016,1,48
SHELL FOOD MART,1514 BOB GRIFFIN RD,CAMERON,64429,DEKALB,TRIPLE PLAY,2016,1,60
PINE ROOM,1102 PERRY ST,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,1,12
RIPLEY COUNTY FOE 4443,HC 6 BOX 13 HWY 21 SOUTH,DONIPHAN,63935,RIPLEY,TRIPLE PLAY,2016,1,6
BAUMER'S TEXACO,6107 HWY O,ASH GROVE,65604,LAWRENCE,TRIPLE PLAY,2016,1,36
SAM'S PACKAGE,809 TRUMAN BLVD,CARUTHERSVILLE,63830,PEMISCOT,TRIPLE PLAY,2016,1,16
SAM'S PACKAGE,809 TRUMAN BLVD,CARUTHERSVILLE,63830,PEMISCOT,TRIPLE PLAY,2016,2,0
ROSS MINIT MART 9,315 PRESNELL ST,MARBLE HILL,63764,BOLLINGER,TRIPLE PLAY,2016,1,8
B HALLS SPORTS BAR/GRILL,3782 MONTICELLO PLZ,ST CHARLES,63304,ST. CHARLES,TRIPLE PLAY,2016,3,0
FAS GAS- EAST ST,109 EAST ST,SIKESTON,63801,SCOTT,TRIPLE PLAY,2016,1,22
FAS GAS- EAST ST,109 EAST ST,SIKESTON,63801,SCOTT,TRIPLE PLAY,2016,3,0
EAGLE FOOD,5590 W FLORISSANT AVE,ST LOUIS,63120,ST. LOUIS CITY,TRIPLE PLAY,2016,1,4
SKYHAVEN CONOCO,311 HWY 50 WEST,WARRENSBURG,64093,JOHNSON,TRIPLE PLAY,2016,1,44
SKYHAVEN CONOCO,311 HWY 50 WEST,WARRENSBURG,64093,JOHNSON,TRIPLE PLAY,2016,2,0
ARNOLD PHILIPS 66 9,5 MUNICIPAL DR,ARNOLD,63010,JEFFERSON,TRIPLE PLAY,2016,1,92
83 CONVENIENCE,1301 N OAKLAND AVE,BOLIVAR,65613,POLK,TRIPLE PLAY,2016,1,30
RICKS EXPRESS LIQUOR,HWY 19 N,WINONA,65588,SHANNON,TRIPLE PLAY,2016,1,12
POPLAR BLUFF ELKS 2452,HWY 67 N,POPLAR BLUFF,63901,BUTLER,TRIPLE PLAY,2016,3,0
LIL COUNTRY STORE,17742 STATE HWY 177,JACKSON,63755,CAPE GIRARDEAU,TRIPLE PLAY,2016,1,32
SMOKE SHOP,1389 JEFFCO BLVD,ARNOLD,63010,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,142
SMOKE SHOP,1389 JEFFCO BLVD,ARNOLD,63010,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
EAGLES 4027,314 N HIGH ST,CALIFORNIA,65018,MONITEAU,TRIPLE PLAY,2016,1,6
EAGLES 4027,314 N HIGH ST,CALIFORNIA,65018,MONITEAU,TRIPLE PLAY,2016,2,0
DISCOUNT SMOKE SHOP 36,4340 LOUGHBOROUGH AVE,ST LOUIS,63116,ST. LOUIS CITY,TRIPLE PLAY,2016,1,186
DISCOUNT SMOKE SHOP 36,4340 LOUGHBOROUGH AVE,ST LOUIS,63116,ST. LOUIS CITY,TRIPLE PLAY,2016,3,0
DISCOUNT SMOKE SHOP 36,4340 LOUGHBOROUGH AVE,ST LOUIS,63116,ST. LOUIS CITY,TRIPLE PLAY,2016,5,0
VFW POST 4107,1617 LINN ST,LEBANON,65536,LACLEDE,TRIPLE PLAY,2016,1,4
OLYMPIA LANES,2414 N BELT HWY,ST JOSEPH,64506,BUCHANAN,TRIPLE PLAY,2016,1,6
PAK AMERICAN TEXACO,8111 E 87TH ST,RAYTOWN,64138,JACKSON,TRIPLE PLAY,2016,1,22
MPC 93,1412 RANGELINE ST,COLUMBIA,65201,BOONE,TRIPLE PLAY,2016,1,24
QUIKTRIP 205,11101 EAST 40 HWY,INDEPENDENCE,64055,JACKSON,TRIPLE PLAY,2016,1,188
QUIKTRIP 205,11101 EAST 40 HWY,INDEPENDENCE,64055,JACKSON,TRIPLE PLAY,2016,2,0
QUIKTRIP 205,11101 EAST 40 HWY,INDEPENDENCE,64055,JACKSON,TRIPLE PLAY,2016,3,0
SHERRY'S PLACE,304 W BRIDGE ST,KEYTESVILLE,65261,CHARITON,TRIPLE PLAY,2016,1,24
ELKS 2545,111 POLK ST,THAYER,65791,OREGON,TRIPLE PLAY,2016,1,2
FARMINGTON ELKS LODGE,1008 KREI BLVD,FARMINGTON,63640,ST. FRANCOIS,TRIPLE PLAY,2016,1,6
JACKSON ELKS LODGE 2652,542 W INDEPENDENCE ST,JACKSON,63755,CAPE GIRARDEAU,TRIPLE PLAY,2016,1,20
MILLERSVILLE GAS & GROC,9735 STATE HWY 72,MILLERSVILLE,63766,CAPE GIRARDEAU,TRIPLE PLAY,2016,1,2
PORTER'S SUPER MARKET,209 CORTNEY LANE,CRANE,65633,STONE,TRIPLE PLAY,2016,1,8
PERRYVILLE MOTOMART,1300 S PERRYVILLE BLVD,PERRYVILLE,63775,PERRY,TRIPLE PLAY,2016,1,30
OZARK OIL,90 TRUMAN,NEWBURG,65550,PHELPS,TRIPLE PLAY,2016,1,30
FASTLANE EOLIA,101 W OUTER RD,EOLIA,63344,PIKE,TRIPLE PLAY,2016,1,6
U-GAS SUNSET HILLS 223,10743 WATSON RD,ST LOUIS,63127,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,92
JAMESTOWN AMOCO,4095 N HWY 67,FLORISSANT,63034,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,204
JAMESTOWN AMOCO,4095 N HWY 67,FLORISSANT,63034,ST. LOUIS COUNTY,TRIPLE PLAY,2016,5,0
SNAK-ATAK 25,4302 S MAIN ST,JOPLIN,64804,NEWTON,TRIPLE PLAY,2016,1,58
BOB'S E-Z STOP,13966 HWY 160,FORSYTH,65653,TANEY,TRIPLE PLAY,2016,1,6
BOB'S E-Z STOP,1202 N MAIN ST,NIXA,65714,CHRISTIAN,TRIPLE PLAY,2016,1,106
BOB'S E-Z STOP,1202 N MAIN ST,NIXA,65714,CHRISTIAN,TRIPLE PLAY,2016,2,0
DOUBLE D MARKET,1300 HWY DD,DEFIANCE,63341,ST. CHARLES,TRIPLE PLAY,2016,1,138
EAGLES,314 S WASHINGTON ST,RAYMORE,64083,CASS,TRIPLE PLAY,2016,1,40
FITTER'S PUB,131 W PINE ST,WARRENSBURG,64093,JOHNSON,TRIPLE PLAY,2016,1,6
PHILLIP 66,3700 UNION BLVD,ST LOUIS,63115,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,62
QUIKTRIP 634,15902 MANCHESTER RD,ELLISVILLE,63011,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,96
AJ'S ONE STOP TRAVEL CTR,2652 B SHEPHARD HILS EXP,BRANSON,65616,TANEY,TRIPLE PLAY,2016,1,58
AJ'S ONE STOP TRAVEL CTR,2652 B SHEPHARD HILS EXP,BRANSON,65616,TANEY,TRIPLE PLAY,2016,2,0
CRUSOE'S RESTAURANT,5591 TELEGRAPH RD,ST LOUIS,63129,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,20
BP AMOCO OF RICHMOND,101 S SPARTAN DR,RICHMOND,64085,RAY,TRIPLE PLAY,2016,1,46
BP AMOCO OF RICHMOND,101 S SPARTAN DR,RICHMOND,64085,RAY,TRIPLE PLAY,2016,2,0
BUNKERS,297 ST FRANCOIS,FLORISSANT,63031,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,2
DISCOUNT SMOKE SHOP 37,215 ST ROBERT BLVD STE 5,ST ROBERT,65584,PULASKI,TRIPLE PLAY,2016,1,70
J C EAGLE STOP,3505 MISSOURI BLVD,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,1,160
J C EAGLE STOP,3505 MISSOURI BLVD,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,2,0
SCHNUCKS MARKET 726,1801 MISSOURI BLVD,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,1,62
GAS-N-SNACK 2,1608 CHEROKEE,SENECA,64865,NEWTON,TRIPLE PLAY,2016,1,4
QUIKTRIP 213,1407 S 169 HWY,SMITHVILLE,64089,CLAY,TRIPLE PLAY,2016,1,118
QUIKTRIP 213,1407 S 169 HWY,SMITHVILLE,64089,CLAY,TRIPLE PLAY,2016,2,0
QUIKTRIP 213,1407 S 169 HWY,SMITHVILLE,64089,CLAY,TRIPLE PLAY,2016,3,0
SHOP N SAVE 4543,9070 ST CHARLES ROCK RD,SAINT LOUIS,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,214
SHOP N SAVE 4543,9070 ST CHARLES ROCK RD,SAINT LOUIS,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
SHOP N SAVE 4543,9070 ST CHARLES ROCK RD,SAINT LOUIS,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,3,0
SHOP N SAVE 4543,9070 ST CHARLES ROCK RD,SAINT LOUIS,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,4,0
HY-VEE GAS 1076,3120 W BROADWAY,COLUMBIA,65203,BOONE,TRIPLE PLAY,2016,1,42
BULL CREEK FOOD MART,1850 STATE HWY F,BRANSON,65616,TANEY,TRIPLE PLAY,2016,1,36
OUR PLACE BAR & GRILL,39735 BUS HWY 10,RICHMOND,64085,RAY,TRIPLE PLAY,2016,1,0
OUR PLACE BAR & GRILL,39735 BUS HWY 10,RICHMOND,64085,RAY,TRIPLE PLAY,2016,2,0
FESTUS FUEL & FOOD MART,2591 HWY 61,FESTUS,63028,JEFFERSON,TRIPLE PLAY,2016,1,34
FESTUS FUEL & FOOD MART,2591 HWY 61,FESTUS,63028,JEFFERSON,TRIPLE PLAY,2016,2,0
ST ANDREWS MINI MART,2000 CAMPUS DR,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,1,110
ST ANDREWS MINI MART,2000 CAMPUS DR,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,2,0
24 HWY SHELL,15396 E 24 HWY,INDEPENDENCE,64050,JACKSON,TRIPLE PLAY,2016,1,42
24 HWY SHELL,15396 E 24 HWY,INDEPENDENCE,64050,JACKSON,TRIPLE PLAY,2016,2,0
SHELL FOODMART,10 S CENTRAL ST,BUCKNER,64016,JACKSON,TRIPLE PLAY,2016,1,46
7-ELEVEN 24057D,201 E US 24 HWY,INDEPENDENCE,64050,JACKSON,TRIPLE PLAY,2016,1,54
FILLING STATION THE,1006 W FORT SCOTT ST,BUTLER,64730,BATES,TRIPLE PLAY,2016,1,40
FILLING STATION THE,1006 W FORT SCOTT ST,BUTLER,64730,BATES,TRIPLE PLAY,2016,2,0
ORAN KWIK STOP,1203 ST HWY W,ORAN,63771,SCOTT,TRIPLE PLAY,2016,1,10
FASTLANE JONESBURG,512 1ST ST,JONESBURG,63351,MONTGOMERY,TRIPLE PLAY,2016,1,28
PRICE CHOPPER 157,937 NE WOODS CHAPEL RD,LEES SUMMIT,64064,JACKSON,TRIPLE PLAY,2016,1,150
PRICE CHOPPER 157,937 NE WOODS CHAPEL RD,LEES SUMMIT,64064,JACKSON,TRIPLE PLAY,2016,2,0
PRICE CHOPPER 157,937 NE WOODS CHAPEL RD,LEES SUMMIT,64064,JACKSON,TRIPLE PLAY,2016,3,0
HERMANN BP 125,500 MARKET ST,HERMANN,65041,GASCONADE,TRIPLE PLAY,2016,1,6
MCKITTRICK BP 170,1385 HWY 19,MCKITTRICK,65041,GASCONADE,TRIPLE PLAY,2016,1,38
A-1 MARKET & PACKAGE LIQ,7311 N HANLEY,HAZELWOOD,63042,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,76
A-1 MARKET & PACKAGE LIQ,7311 N HANLEY,HAZELWOOD,63042,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
APPLE MARKET 137,11501 E 63RD ST,RAYTOWN,64133,JACKSON,TRIPLE PLAY,2016,1,182
APPLE MARKET 137,11501 E 63RD ST,RAYTOWN,64133,JACKSON,TRIPLE PLAY,2016,2,0
NEW MARK SUNFRESH 156,10225 NORTH OAK TRFWY,KANSAS CITY,64155,CLAY,TRIPLE PLAY,2016,1,168
CORNER STONE STATION,1000 S MAIN ST,SOUTH WEST CITY,64863,MCDONALD,TRIPLE PLAY,2016,1,2
CROSSROADS GENERAL STORE,110 JOHNSON,MIDDLETOWN,63359,MONTGOMERY,TRIPLE PLAY,2016,1,0
FASTLANE CROSSROADS,3154 US HWY 54,KINGDOM CITY,65262,CALLAWAY,TRIPLE PLAY,2016,1,26
LEASBURG MOBIL,6969 N SERVICE RD,LEASBURG,65535,CRAWFORD,TRIPLE PLAY,2016,1,34
ON THE RUN 606,8566 ST CHARLES ROCK RD,CHARLACK,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,214
COUNTRY CLUB EXPRESS WAS,17195 CHESTERFIELD ARPT,CHESTERFIELD,63005,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,48
COUNTRY CLUB EXPRESS WAS,17195 CHESTERFIELD ARPT,CHESTERFIELD,63005,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
THOELE CONV STORE #850,714 N STATE HWY 47,WARRENTON,63383,WARREN,TRIPLE PLAY,2016,1,24
BULLSEYE 30,1657 W STATE HWY J,OZARK,65721,CHRISTIAN,TRIPLE PLAY,2016,1,46
BULLSEYE 30,1657 W STATE HWY J,OZARK,65721,CHRISTIAN,TRIPLE PLAY,2016,2,0
SHAMROCK FOOD MART,124 N 169 HWY,SMITHVILLE,64089,CLAY,TRIPLE PLAY,2016,1,30
SHAMROCK FOOD MART,124 N 169 HWY,SMITHVILLE,64089,CLAY,TRIPLE PLAY,2016,2,0
SHOP N SAVE 4545,3865 GRAVOIS AVE,ST LOUIS,63116,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,124
SHOP N SAVE 4545,3865 GRAVOIS AVE,ST LOUIS,63116,ST. LOUIS COUNTY,TRIPLE PLAY,2016,3,0
STADIUM PHILLIPS 66,718 W STADIUM BLVD,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,1,116
STADIUM PHILLIPS 66,718 W STADIUM BLVD,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,2,0
SHRIJI MART,5701 ST CHARLES RD,COLUMBIA,65202,BOONE,TRIPLE PLAY,2016,1,18
DAVES MINI MART,801 S MAIDEN LN,JOPLIN,64801,JASPER,TRIPLE PLAY,2016,1,4
